,ID урока,Дата старта урока,Роль пользователя,Текст сообщения,Дата сообщения,Разметка
669,420062,2024-03-28 15:51:17,user,"Задание 3 (тайминг 20 минут)
1 Дан тег <div class=""content""></div>
2 Создайте новый элемент p
3 Добавьте в него текст “Новый текстовый элемент”
4 Добавьте созданный элемент внутри <div
class=""content""></div>
5 Удалите добавленный узел",2024-03-28 16:28:32,4
671,420062,2024-03-28 15:51:17,user,а textContent только для работы с текстом? но можно так жде задать  через innerHTML?,2024-03-28 16:33:48,5
672,420062,2024-03-28 15:51:17,user,"const divEl = document.querySelector(""div.content"");
const pEl = document.createElement(""p"");
pEl.innerHTML = ""Новый текстовый элемент"";
divEl.appendChild(pEl);
pEl.remove();",2024-03-28 16:34:04,11
673,420062,2024-03-28 15:51:17,user,"// Задание 4 (тайминг 15 минут)
// 1 Создать элемент button, добавить в блок <div
// class=""content""></div>
// 2 При клике на который в консоль выводится сколько раз
// пользователь нажал на данную кнопку",2024-03-28 16:34:49,4
674,420062,2024-03-28 15:51:17,user,"const divEl = document.querySelector(""div.content"");
const btnEl = document.createElement(""button"");
let count = 0;
divEl.appendChild(btnEl);
btnEl.innerHTML = ""Button нажми на меня"";
btnEl.onclick = function (e) {
  count++;
  console.log(count);
};",2024-03-28 16:39:54,11
675,420062,2024-03-28 15:51:17,user,"Задание 4 (тайминг 20 минут)
1 Дан тег <div class=""content""></div>
2 Создайте с помощью javascript новый элемент button
3 Добавьте текст для кнопки “Отправить”
4 При клике на данную кнопку необходимо чтобы текст
поменялся на “Текст отправлен”",2024-03-28 16:40:02,4
676,420062,2024-03-28 15:51:17,user,а в чем разница отлавливать элемент с дивом и его классом или просто класс через точку?,2024-03-28 16:42:27,5
677,420062,2024-03-28 15:51:17,user,Конкретика рулит в общем ),2024-03-28 16:43:46,6
678,420062,2024-03-28 15:51:17,user,"divEl.appendChild(bottNew);
bottNew.onclick = function (e) {
    bottNew.innerHTML = 'Текст отправлен';
}; 2024-03-28T16:46:04.408Z",2024-03-28 16:46:04,11
679,420062,2024-03-28 15:51:17,user,"btnEl.onclick = function (e) {
  console.log(e.target);
  e.target.innerHTML = ""Текст отправлен"";
  
};",2024-03-28 16:56:21,11
680,420062,2024-03-28 15:51:17,user,"/* <div id=""block"">
<p>1</p>
<p>2</p>
</div>
1 Получите ссылку на первый абзац из дива с id,
равным block, выведите его в консоль
2 Получите ссылку на первый абзац с классом www.
и вывести его в консоль
<p class=""www"">text 1</p>
<p class=""www"">text 2</p> */
// const divEl = document.querySelector(""div#block"");
// console.log(divEl);
// console.log(document.querySelectorAll(""div#block p.www"")[0].innerHTML);
// console.log(divEl.querySelectorAll(""p.www"")[0].innerHTML);

// Задание 2 (тайминг 15 минут)
// 1 Дан тег <a class=""link"" href=""#"">link text html</a>
// a. Вам необходимо поменять текст внутри ссылки на “link
// text js”
// b. Заменить href, на значение
// https://developer.mozilla.org/ru/
// 2 Дан тег <img class=""photo"" src="""" alt="""">
// a. Вам необходимо с помощью js поменять значение src на
// любое изображение из интернета
// const linkEl = document.querySelector(""a.link"");
// linkEl.innerHTML = ""link text js"";
// linkEl.href = ""https://developer.mozilla.org/ru/"";
// const imgEl = document.querySelector(""img.photo"");
// imgEl.src =
//   ""https://mykaleidoscope.ru/x/uploads/posts/2022-09/1663110886_50-mykaleidoscope-ru-p-spokoinii-chelovek-vkontakte-62.jpg"";

// Задание 3 (тайминг 20 минут)
// 1 Дан тег <div class=""content""></div>
// 2 Создайте новый элемент p
// 3 Добавьте в него текст “Новый текстовый элемент”
// 4 Добавьте созданный элемент внутри <div
// class=""content""></div>
// 5 Удалите добавленный узел

// const divEl = document.querySelector(""div.content"");
// const pEl = document.createElement(""p"");
// pEl.innerHTML = ""Новый текстовый элемент"";
// divEl.appendChild(pEl);
// pEl.remove();

// Задание 4 (тайминг 15 минут)
// 1 Создать элемент button, добавить в блок <div
// class=""content""></div>
// 2 При клике на который в консоль выводится сколько раз
// пользователь нажал на данную кнопку

// const divEl = document.querySelector(""div.content"");
// const btnEl = document.createElement(""button"");
// let count = 0;
// divEl.appendChild(btnEl);
// btnEl.innerHTML = ""Button нажми на меня"";
// btnEl.onclick = function (e) {
//   count++;
//   console.log(count);
// };

// Задание 4 (тайминг 20 минут)
// 1 Дан тег <div class=""content""></div>
// 2 Создайте с помощью javascript новый элемент button
// 3 Добавьте текст для кнопки “Отправить”
// 4 При клике на данную кнопку необходимо чтобы текст
// поменялся на “Текст отправлен”

const divEl = document.querySelector(""div.content"");
const btnEl = document.createElement(""button"");
divEl.appendChild(btnEl);
btnEl.innerHTML = ""Button нажми на меня"";
btnEl.classList.add(""btn"");
// btnEl.style.color = ""blue"";

btnEl.onclick = function (e) {
  console.log(e.target);
  e.target.innerHTML = ""Текст отправлен"";
};

// divEl.appendChild(bottNew);
// bottNew.onclick = function (e) {
//     bottNew.innerHTML = 'Текст отправлен';
// }; 2024-03-28T16:56:38.580Z",2024-03-28 16:56:38,11
681,420062,2024-03-28 15:51:17,user,"Пока в голове все укладывается, а вопросы не лезут )",2024-03-28 16:59:23,6
683,420062,2024-03-28 15:51:17,user,"а бек который на ноде работает, это тоже через линукс лучше делать? Ноду езе не изучал, но знаю что там как то тоже делают",2024-03-28 17:01:28,5
686,420062,2024-03-28 15:51:17,user,семинары в 19 по МСК теперь?,2024-03-28 17:02:45,4
688,420062,2024-03-28 15:51:17,user,index.html в архиве можно отправлять?; 2024-03-28T17:04:09.141Z,2024-03-28 17:04:09,4
691,437109,2024-03-31 14:00:12,user,первая - не сработала,2024-03-31 14:06:37,10
692,437109,2024-03-31 14:00:12,user,Мы вас потеряли((,2024-03-31 15:18:44,10
694,437109,2024-03-31 14:00:12,user,телефон разрядился в 0,2024-03-31 15:20:18,10
698,425516,2024-03-21 15:51:25,user,"Сабина, очень жалко, что домашние работы так долго у нас не проверены. Мы уже забудем, о чём там речь шла, когда обратную связь получим...",2024-03-21 15:58:43,4
699,425516,2024-03-21 15:51:25,user,Ревьюер тоже не активен,2024-03-21 15:59:44,4
700,425516,2024-03-21 15:51:25,user,"наверное преподавателей мало, а студентов много",2024-03-21 16:00:51,4
701,425516,2024-03-21 15:51:25,user,Хотя и класс String есть,2024-03-21 16:04:51,9
705,425516,2024-03-21 15:51:25,user,15 минут назад только лекцию закончил,2024-03-21 16:08:19,4
706,425516,2024-03-21 15:51:25,user,А flush тут для чего?; 2024-03-21T16:09:53.854Z,2024-03-21 16:09:53,5
708,425516,2024-03-21 15:51:25,user,может не массив использовать а лист,2024-03-21 16:48:45,5
709,425516,2024-03-21 15:51:25,user,getName,2024-03-21 17:09:58,9
710,425516,2024-03-21 15:51:25,user,"Если мы собираемся с пользователями делать тоже самое, что и с продуктами, то почему нам не написать схожий метод, только для записи в файл Customer?",2024-03-21 17:11:59,5
711,425516,2024-03-21 15:51:25,user,getClass мы не можем?,2024-03-21 17:14:57,5
712,425516,2024-03-21 15:51:25,user,list.get(0),2024-03-21 17:15:10,9
713,425516,2024-03-21 15:51:25,user,"Всё то, что мы делаем можно ли реализовать чуть проще?; 2024-03-21T17:36:46.566Z",2024-03-21 17:36:46,5
715,425516,2024-03-21 15:51:25,user,Через JSON наверное будет проще,2024-03-21 18:22:54,9
717,428424,2024-03-15 15:56:24,user,мы будем изучать все эти программы?,2024-03-15 16:34:50,4
718,428424,2024-03-15 15:56:24,user,Какие из этих программ платные за исключением иллюстратор и фотошоп?,2024-03-15 16:38:46,5
719,428424,2024-03-15 15:56:24,user,Насколько востребована специальность?; 2024-03-15T16:39:57.928Z,2024-03-15 16:39:57,2
720,428424,2024-03-15 15:56:24,user,сколько занимает по времени реализация одного проекта?,2024-03-15 16:42:07,4
721,428424,2024-03-15 15:56:24,user,и какова средняя стоимость реализации?; 2024-03-15T16:42:43.764Z,2024-03-15 16:42:43,4
723,417675,2024-03-14 16:50:21,user,Есть с направления 1с специалист ?,2024-03-14 16:53:01,2
724,417675,2024-03-14 16:50:21,user,всем привет! подскажите в группу телеги добавляли?; 2024-03-14T16:53:02.344Z,2024-03-14 16:53:02,3
732,417675,2024-03-14 16:50:21,user,Тут все Front End Developers?,2024-03-14 16:55:39,2
735,417675,2024-03-14 16:50:21,user,джуны?,2024-03-14 16:56:15,2
737,417675,2024-03-14 16:50:21,user,может сделать группу по спец ?,2024-03-14 16:56:31,3
738,417675,2024-03-14 16:50:21,user,какой то странный метод обучения. Организация семинара на 250 человек,2024-03-14 16:56:50,4
739,417675,2024-03-14 16:50:21,user,позже поделят на проф,2024-03-14 16:56:54,3
742,417675,2024-03-14 16:50:21,user,Автоматизация тестирования,2024-03-14 16:58:07,9
743,417675,2024-03-14 16:50:21,user,походу пока что все вместе потом разделят,2024-03-14 16:58:20,4
745,417675,2024-03-14 16:50:21,user,а у нас есть группа специальности  в тг,2024-03-14 16:59:05,3
754,417675,2024-03-14 16:50:21,user,Максим я уже прошел курсы по Фронт енд,2024-03-14 17:00:36,2
758,417675,2024-03-14 16:50:21,user,Я уже разработчик но пришел чтобы научиться новыми технологиям,2024-03-14 17:01:00,2
762,417675,2024-03-14 16:50:21,user,"я уже девопс, но пришёл учиться девопсу)",2024-03-14 17:01:12,2
765,417675,2024-03-14 16:50:21,user,"Я уже тим лид, но пришел учиться программированию)",2024-03-14 17:01:29,2
769,417675,2024-03-14 16:50:21,user,сергей у тебя микрофон,2024-03-14 17:01:53,10
773,417675,2024-03-14 16:50:21,user,опаздывает наш препод,2024-03-14 17:02:20,4
775,417675,2024-03-14 16:50:21,user,а те кто отучился пробовал найти работу?,2024-03-14 17:02:39,2
778,417675,2024-03-14 16:50:21,user,"Преподы не опаздывают, они задерживаются",2024-03-14 17:03:08,4
789,417675,2024-03-14 16:50:21,user,Максим а сам на какой сфере,2024-03-14 17:04:17,2
791,417675,2024-03-14 16:50:21,user,"Да вот в разработчика пошел, а там решу направление",2024-03-14 17:04:32,2
813,417675,2024-03-14 16:50:21,user,"Сергей, а есть код, для последней головомки в описании?))",2024-03-14 17:06:23,5
815,417675,2024-03-14 16:50:21,user,Cs 50 очень хорошие курсы,2024-03-14 17:07:10,4
816,417675,2024-03-14 16:50:21,user,у вас в рекомендациях была доп материалы,2024-03-14 17:07:19,4
822,417675,2024-03-14 16:50:21,user,выключите микрофон; 2024-03-14T17:08:16.745Z,2024-03-14 17:08:16,10
825,417675,2024-03-14 16:50:21,user,mean среднее ариф,2024-03-14 17:08:51,9
826,417675,2024-03-14 16:50:21,user,Тогда прямоугольник,2024-03-14 17:09:01,9
827,417675,2024-03-14 16:50:21,user,НУЖНО НАПИСАТЬ INPUT,2024-03-14 17:09:09,9
828,417675,2024-03-14 16:50:21,user,А если параллелограмм то надо вводить,2024-03-14 17:09:20,9
829,417675,2024-03-14 16:50:21,user,эти задачи получается через массивы можно сделать?,2024-03-14 17:11:12,5
834,417675,2024-03-14 16:50:21,user,Это условие цикла :),2024-03-14 17:13:08,9
835,417675,2024-03-14 16:50:21,user,"разве не ""<=""?",2024-03-14 17:14:20,5
836,417675,2024-03-14 16:50:21,user,Либо <>,2024-03-14 17:17:12,5
838,417675,2024-03-14 16:50:21,user,массивы,2024-03-14 17:19:06,9
839,417675,2024-03-14 16:50:21,user,РЕКУРСИЯ :),2024-03-14 17:20:03,9
840,417675,2024-03-14 16:50:21,user,Через цикл вводим переменные; 2024-03-14T17:20:24.317Z,2024-03-14 17:20:24,9
841,417675,2024-03-14 16:50:21,user,я с минусом сделал),2024-03-14 17:21:46,9
842,417675,2024-03-14 16:50:21,user,Визуально хотелось бы увидеть,2024-03-14 17:22:08,4
844,417675,2024-03-14 16:50:21,user,count<N+1))),2024-03-14 17:22:37,9
845,417675,2024-03-14 16:50:21,user,фиксированная точка начала действий правильно понимаю?,2024-03-14 17:22:40,5
846,417675,2024-03-14 16:50:21,user,factorial(0) добавляем базовый случай типо  n==0 или n==1,2024-03-14 17:23:22,9
847,417675,2024-03-14 16:50:21,user,что такое SUM?,2024-03-14 17:23:29,5
848,417675,2024-03-14 16:50:21,user,i - что это?,2024-03-14 17:23:54,5
849,417675,2024-03-14 16:50:21,user,нет я просто выучила вычисления и умножения сложение и тд факториалов,2024-03-14 17:23:56,9
850,417675,2024-03-14 16:50:21,user,теперь понятно,2024-03-14 17:24:06,6
853,417675,2024-03-14 16:50:21,user,в первом шаге sum оставить = 1?,2024-03-14 17:24:35,5
854,417675,2024-03-14 16:50:21,user,можно оставить или поставить 0,2024-03-14 17:25:17,5
855,417675,2024-03-14 16:50:21,user,я так понял да,2024-03-14 17:25:18,6
856,417675,2024-03-14 16:50:21,user,потому что факториал нуля равен 1,2024-03-14 17:25:27,9
859,417675,2024-03-14 16:50:21,user,"так по итогу нужно домашку присылать Вам, чтобы она была зачтена?",2024-03-14 17:28:32,4
862,417675,2024-03-14 16:50:21,user,"Я вообще не понимаю блок-схемы, никогда с ними не сталкивался, а тут их с первого занятия во всю показывают, домашку через gpt 3.5 сделал, но толку 0, я понмаю что написано в условии, но не могу реализовать это в блок-схеме)))",2024-03-14 17:29:35,5
864,417675,2024-03-14 16:50:21,user,как на квизи попасть?,2024-03-14 17:30:59,4
867,417675,2024-03-14 16:50:21,user,там где код прописан я не понял как считать,2024-03-14 17:34:58,5
869,417675,2024-03-14 16:50:21,user,я вообще ничего не понял просто кликал),2024-03-14 17:35:23,5
870,417675,2024-03-14 16:50:21,user,Все вопросы с аналогиями в этом квизе - просто жуть.,2024-03-14 17:35:29,5
871,417675,2024-03-14 16:50:21,user,из квиза можно выходить?,2024-03-14 17:35:32,5
954,417675,2024-03-14 16:50:21,user,Можно узнать почему 0?,2024-03-14 17:43:32,5
960,417675,2024-03-14 16:50:21,user,А есть языки где начинается с 1?,2024-03-14 17:44:01,5
962,417675,2024-03-14 16:50:21,user,Можно сделать дочерний класс к массиву и сделать там с 1,2024-03-14 17:44:08,9
964,417675,2024-03-14 16:50:21,user,в программирование отсчёт всего идёт с 0,2024-03-14 17:44:17,9
965,417675,2024-03-14 16:50:21,user,начало индексации фиксированна и начинается с 0,2024-03-14 17:44:34,9
967,417675,2024-03-14 16:50:21,user,"в лекции говорилось что 0, потому что так решили ленивые программисты)",2024-03-14 17:44:48,9
971,417675,2024-03-14 16:50:21,user,можно про array.lenght оч жду,2024-03-14 17:45:02,9
973,417675,2024-03-14 16:50:21,user,Паскаль - нумерация массива с 1,2024-03-14 17:45:05,9
975,417675,2024-03-14 16:50:21,user,"В VBA есть опция ""Option Base 1"" - и все массивы начинаются с 1 в блоке",2024-03-14 17:45:11,9
976,417675,2024-03-14 16:50:21,user,а можно разобрать код с array,2024-03-14 17:45:34,5
980,417675,2024-03-14 16:50:21,user,у меня кажись микрофон сдоз,2024-03-14 17:45:56,10
989,417675,2024-03-14 16:50:21,user,Возможен вечный цикл,2024-03-14 17:46:48,9
990,417675,2024-03-14 16:50:21,user,да должно быть направлено в цикл,2024-03-14 17:47:00,9
991,417675,2024-03-14 16:50:21,user,Возможный вечный цикл,2024-03-14 17:47:01,9
994,417675,2024-03-14 16:50:21,user,бесконечный цикл,2024-03-14 17:47:21,9
995,417675,2024-03-14 16:50:21,user,если будет больше то цикл будет вечный,2024-03-14 17:47:22,9
999,417675,2024-03-14 16:50:21,user,https://discord.gg/aCTFKv6D,2024-03-14 18:05:59,18
1000,307751,2024-03-06 10:02:38,user,"winningConditions = [
    [0, 1, 2],
    [3, 4, 5],
    [6, 7, 8],
    [0, 3, 6],
    [1, 4, 7],
    [2, 5, 8],
    [0, 4, 8],
    [2, 4, 6]
]; 2024-03-06T10:53:03.895Z",2024-03-06 10:53:03,10
1007,321813,2024-03-02 12:56:26,user,у меня наушники сломались,2024-03-02 12:59:17,10
1008,321813,2024-03-02 12:56:26,user,и у меня микрофон теперь только включается,2024-03-02 12:59:25,10
1010,321813,2024-03-02 12:56:26,user,бывавет,2024-03-02 12:59:31,3
1011,321813,2024-03-02 12:56:26,user,а нас только 2 будет чтоли?,2024-03-02 12:59:51,3
1021,321813,2024-03-02 12:56:26,user,будет,2024-03-02 13:02:05,4
1022,321813,2024-03-02 12:56:26,user,почему,2024-03-02 13:02:20,9
1036,321813,2024-03-02 12:56:26,user,3 недели осталось,2024-03-02 13:12:19,10
1037,321813,2024-03-02 12:56:26,user,у меня не пустл,2024-03-02 13:13:20,10
1038,321813,2024-03-02 12:56:26,user,"о ема, у меня за эту четверть лишь 3 тройки",2024-03-02 13:13:41,9
1039,321813,2024-03-02 12:56:26,user,у меня там и заполнены только вопросы,2024-03-02 13:13:41,10
1040,321813,2024-03-02 12:56:26,user,надо ссылку на приложение скинуть?,2024-03-02 13:21:13,9
1043,321813,2024-03-02 12:56:26,user,где мы его будем делать,2024-03-02 13:22:36,4
1044,321813,2024-03-02 12:56:26,user,можно отойти на 2 минутки?,2024-03-02 13:23:56,4
1045,321813,2024-03-02 12:56:26,user,ладно,2024-03-02 13:24:15,6
1046,321813,2024-03-02 12:56:26,user,конкурентов по нашей теме?,2024-03-02 13:25:00,9
1048,321813,2024-03-02 12:56:26,user,я не могу таблицу редактировать,2024-03-02 13:25:52,10
1049,321813,2024-03-02 12:56:26,user,у меня меня не нажимается что юы пимсать,2024-03-02 13:26:04,10
1050,321813,2024-03-02 12:56:26,user,"все, спасибо",2024-03-02 13:27:19,6
1051,321813,2024-03-02 12:56:26,user,а я случайно отравила запрос на редактировпание,2024-03-02 13:27:53,6
1052,321813,2024-03-02 12:56:26,user,а как скачать,2024-03-02 13:28:53,9
1053,321813,2024-03-02 12:56:26,user,спасибо,2024-03-02 13:29:33,6
1054,321813,2024-03-02 12:56:26,user,да; 2024-03-02T13:29:36.329Z,2024-03-02 13:29:36,6
1056,321813,2024-03-02 12:56:26,user,могу,2024-03-02 13:39:38,9
1059,321813,2024-03-02 12:56:26,user,а перерыв скоро?,2024-03-02 13:44:02,4
1060,321813,2024-03-02 12:56:26,user,а что все минусы ставят?,2024-03-02 13:44:27,4
1063,321813,2024-03-02 12:56:26,user,"Нина, у нас проэкт такой",2024-03-02 13:51:35,9
1067,321813,2024-03-02 12:56:26,user,у нас перерыв до 17?,2024-03-02 13:59:44,4
1069,321813,2024-03-02 12:56:26,user,понятно,2024-03-02 14:00:42,6
1070,321813,2024-03-02 12:56:26,user,МоСКвОй?,2024-03-02 14:02:36,4
1071,321813,2024-03-02 12:56:26,user,в фигма сделать эти таблицы?,2024-03-02 14:03:36,9
1072,321813,2024-03-02 12:56:26,user,"составлять список функций из таблицы, которую мы делали в начале?",2024-03-02 14:04:42,9
1074,321813,2024-03-02 12:56:26,user,нормально,2024-03-02 14:25:43,6
1075,321813,2024-03-02 12:56:26,user,"но думаю, что пока этого мало",2024-03-02 14:25:54,4
1076,321813,2024-03-02 12:56:26,user,тоже,2024-03-02 14:25:55,6
1090,321814,2024-03-09 12:50:28,user,нормально так-то,2024-03-09 13:02:48,6
1091,321814,2024-03-09 12:50:28,user,а где все остальные?,2024-03-09 13:02:52,4
1092,321814,2024-03-09 12:50:28,user,неизвестно,2024-03-09 13:03:00,4
1093,321814,2024-03-09 12:50:28,user,ну 2-их не будет,2024-03-09 13:03:07,4
1096,321814,2024-03-09 12:50:28,user,окопа?,2024-03-09 13:04:04,4
1099,321814,2024-03-09 12:50:28,user,"так, по идее 100 проц должны подключиться 2 человека",2024-03-09 13:04:55,4
1107,321814,2024-03-09 12:50:28,user,так точно,2024-03-09 13:05:47,6
1111,321814,2024-03-09 12:50:28,user,как быстро время пролетело,2024-03-09 13:09:57,6
1113,321814,2024-03-09 12:50:28,user,"прототип, варфрейм",2024-03-09 13:22:21,9
1114,321814,2024-03-09 12:50:28,user,Арсений дополняет моё приложение),2024-03-09 13:25:25,9
1115,321814,2024-03-09 12:50:28,user,"ща , у меня там новый номер в тг ,зайду",2024-03-09 13:25:39,3
1117,321814,2024-03-09 12:50:28,user,чет интересное хочу,2024-03-09 13:28:32,6
1118,321814,2024-03-09 12:50:28,user,но не могу придумать,2024-03-09 13:28:37,4
1119,321814,2024-03-09 12:50:28,user,"да, давайте",2024-03-09 13:28:42,6
1120,321814,2024-03-09 12:50:28,user,"спасибо большое, я возьму приложение для изучения английскослов",2024-03-09 13:30:25,9
1123,321814,2024-03-09 12:50:28,user,я примерно так и не писал,2024-03-09 13:46:05,4
1125,321814,2024-03-09 12:50:28,user,здравствуйте у меня получилось зайти,2024-03-09 13:46:24,9
1126,321814,2024-03-09 12:50:28,user,давайте секции для ребенка в школе,2024-03-09 13:49:14,4
1127,321814,2024-03-09 12:50:28,user,если сейчас не успею потом можно доделать?,2024-03-09 13:51:09,6
1128,321814,2024-03-09 12:50:28,user,а окей; 2024-03-09T13:51:15.360Z,2024-03-09 13:51:15,9
1129,321814,2024-03-09 12:50:28,user,Мы делаем структуру и прототип?,2024-03-09 14:06:43,9
1130,321814,2024-03-09 12:50:28,user,И варфрейм?,2024-03-09 14:07:00,6
1132,321814,2024-03-09 12:50:28,user,я тож,2024-03-09 14:27:47,4
1133,321814,2024-03-09 12:50:28,user,структуру отправить или прототип?,2024-03-09 14:28:34,4
1136,321814,2024-03-09 12:50:28,user,до свидания; 2024-03-09T14:30:18.755Z,2024-03-09 14:30:18,6
1137,321815,2024-03-16 12:53:39,user,"жесть, уже предпоследний урок",2024-03-16 13:07:12,6
1138,321815,2024-03-16 12:53:39,user,так быстроо,2024-03-16 13:07:13,6
1139,321815,2024-03-16 12:53:39,user,красиво выглядит,2024-03-16 13:14:58,6
1140,321815,2024-03-16 12:53:39,user,можно отойти на 2 минуты,2024-03-16 13:22:48,4
1141,321815,2024-03-16 12:53:39,user,мы щас должны проект дорабатывать получается?,2024-03-16 13:27:45,4
1144,321815,2024-03-16 12:53:39,user,у меня со временем дальше идеи появляются для варфрейма,2024-03-16 13:40:38,9
1147,321815,2024-03-16 12:53:39,user,"нормально ты так проделал, Санёк",2024-03-16 13:41:51,6
1148,321815,2024-03-16 12:53:39,user,можно попозже немножкооо,2024-03-16 13:43:49,4
1149,321815,2024-03-16 12:53:39,user,"у меня весь дизайн просто слетел, +несколько варфреймов, а ctrl z не помогает..я долго делала, может есть другие варианты, как можно восстановить ?",2024-03-16 13:55:39,4
1150,321815,2024-03-16 12:53:39,user,попробуй кнопкой назад,2024-03-16 13:56:29,6
1151,321815,2024-03-16 12:53:39,user,не горячими клавишами,2024-03-16 13:56:35,6
1153,321815,2024-03-16 12:53:39,user,видимо на какую-то клавишу нажала,2024-03-16 13:57:02,4
1154,321815,2024-03-16 12:53:39,user,я тогда еще раз сделаю,2024-03-16 13:57:13,6
1155,321815,2024-03-16 12:53:39,user,"не, не все",2024-03-16 13:57:42,4
1157,321815,2024-03-16 12:53:39,user,вашей демки нету,2024-03-16 14:01:01,4
1158,321815,2024-03-16 12:53:39,user,попробуйте перезайти,2024-03-16 14:01:22,4
1160,321815,2024-03-16 12:53:39,user,перезайдите,2024-03-16 14:01:52,4
1162,321815,2024-03-16 12:53:39,user,у нас препод выходил на другом курсе,2024-03-16 14:02:33,9
1163,321815,2024-03-16 12:53:39,user,все найс было,2024-03-16 14:02:36,6
1166,321815,2024-03-16 12:53:39,user,продолжать проект?,2024-03-16 14:03:58,4
1167,321815,2024-03-16 12:53:39,user,я решил сделать сначала сайт,2024-03-16 14:15:04,9
1168,321815,2024-03-16 12:53:39,user,а потом уже для него предложение,2024-03-16 14:15:11,9
1169,321815,2024-03-16 12:53:39,user,нет получается,2024-03-16 14:16:44,4
1170,321815,2024-03-16 12:53:39,user,можно я не первый и не последний,2024-03-16 14:17:33,4
1171,321815,2024-03-16 12:53:39,user,сложновато,2024-03-16 14:20:11,6
1172,321815,2024-03-16 12:53:39,user,уже щас кончится предпоследнее занятие,2024-03-16 14:22:57,6
1173,321815,2024-03-16 12:53:39,user,можно я не первый,2024-03-16 14:23:13,4
1174,321815,2024-03-16 12:53:39,user,давайте рандомайзер,2024-03-16 14:23:27,9
1175,321815,2024-03-16 12:53:39,user,рандом страшно,2024-03-16 14:23:31,6
1177,321815,2024-03-16 12:53:39,user,но так интереснее,2024-03-16 14:23:43,6
1178,321815,2024-03-16 12:53:39,user,прикиньте Нина первая,2024-03-16 14:24:02,4
1181,321815,2024-03-16 12:53:39,user,поехали,2024-03-16 14:24:34,6
1182,321815,2024-03-16 12:53:39,user,найс,2024-03-16 14:24:38,6
1183,321815,2024-03-16 12:53:39,user,наайс,2024-03-16 14:24:50,6
1184,321815,2024-03-16 12:53:39,user,нааайс,2024-03-16 14:25:00,6
1186,321815,2024-03-16 12:53:39,user,нааааайс,2024-03-16 14:25:10,6
1190,321815,2024-03-16 12:53:39,user,имбаааа,2024-03-16 14:25:39,6
1191,321815,2024-03-16 12:53:39,user,"все, не страшно",2024-03-16 14:25:42,6
1192,321815,2024-03-16 12:53:39,user,так и знал,2024-03-16 14:25:52,6
1193,321815,2024-03-16 12:53:39,user,"нееееееет, я не хочу быть помледней",2024-03-16 14:25:55,4
1194,321815,2024-03-16 12:53:39,user,да почемуууууууууууууууууууууууу,2024-03-16 14:26:10,4
1197,321815,2024-03-16 12:53:39,user,прям для Каусар сделали,2024-03-16 14:26:22,9
1199,321815,2024-03-16 12:53:39,user,я хотел быть именно 6,2024-03-16 14:26:38,4
1200,321815,2024-03-16 12:53:39,user,я хотела 3-4,2024-03-16 14:26:48,4
1201,321815,2024-03-16 12:53:39,user,Саня герой,2024-03-16 14:27:14,6
1202,321815,2024-03-16 12:53:39,user,"Андрей, давай меняться, ахахаххахаха",2024-03-16 14:27:43,4
1203,321815,2024-03-16 12:53:39,user,давай,2024-03-16 14:27:56,6
1205,321815,2024-03-16 12:53:39,user,"во, захотел",2024-03-16 14:28:02,6
1206,321815,2024-03-16 12:53:39,user,красава Андрюха,2024-03-16 14:28:06,6
1207,321815,2024-03-16 12:53:39,user,домашнее,2024-03-16 14:28:28,9
1208,321815,2024-03-16 12:53:39,user,самых сложных не было,2024-03-16 14:28:46,6
1209,321815,2024-03-16 12:53:39,user,для меня ничего сложного в принципе не было,2024-03-16 14:29:12,6
1210,321815,2024-03-16 12:53:39,user,любимое задание это дизайн,2024-03-16 14:29:17,9
1211,321815,2024-03-16 12:53:39,user,командный проект,2024-03-16 14:29:20,9
1212,321815,2024-03-16 12:53:39,user,"креативность, фантазия и тд",2024-03-16 14:29:24,9
1214,321815,2024-03-16 12:53:39,user,командный,2024-03-16 14:29:30,9
1215,321815,2024-03-16 12:53:39,user,будет жалко прощаться,2024-03-16 14:29:49,6
1217,321815,2024-03-16 12:53:39,user,а если у меня комп мощный и у меня тяжелое отправится в телеграм?,2024-03-16 14:32:04,4
1218,321815,2024-03-16 12:53:39,user,на самом деле,2024-03-16 14:32:07,6
1219,321815,2024-03-16 12:53:39,user,"когда я была на прошлом курсе, там было хуже, тут всегда весело)",2024-03-16 14:32:34,6
1223,321816,2024-03-23 12:51:59,user,Готов?,2024-03-23 12:56:37,4
1224,321816,2024-03-23 12:51:59,user,это наш последний урок,2024-03-23 12:56:41,6
1226,321816,2024-03-23 12:51:59,user,а кто первый?,2024-03-23 12:57:22,4
1227,321816,2024-03-23 12:51:59,user,выступает,2024-03-23 12:57:27,6
1231,321816,2024-03-23 12:51:59,user,там вроде Нина поменялась местами с Андреем,2024-03-23 12:58:15,4
1232,321816,2024-03-23 12:51:59,user,"Если с 2-4 хотят поменяться, то я буду не против",2024-03-23 12:58:20,4
1233,321816,2024-03-23 12:51:59,user,с каусар сначала,2024-03-23 12:58:36,6
1234,321816,2024-03-23 12:51:59,user,поменялся,2024-03-23 12:58:43,6
1235,321816,2024-03-23 12:51:59,user,а потом с ниной,2024-03-23 12:58:53,6
1236,321816,2024-03-23 12:51:59,user,блин мне немного страшно,2024-03-23 12:59:13,6
1239,321816,2024-03-23 12:51:59,user,нины вроде не будет,2024-03-23 12:59:34,6
