ID урока,Дата старта урока,Роль пользователя,Текст сообщения,Дата сообщения,Разметка,label
417674,2024-03-11 16:50:34,user,Nfobvcz d irjke,2024-03-11 17:29:50,,Флуд
417674,2024-03-11 16:50:34,user,к друзьямммм,2024-03-11 17:29:51,,Комплименты
417674,2024-03-11 16:50:34,user,К друзьям; 2024-03-11T17:29:58.596Z,2024-03-11 17:29:58,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,январские каникулы))),2024-03-11 17:30:05,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"Кто то 3 января уже работает, а кто то отдыхает неделю",2024-03-11 17:30:07,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,вот вот у меня тоже)))),2024-03-11 17:30:16,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"СП, поменяйте раскладку",2024-03-11 17:30:18,,Обсуждение кода
417674,2024-03-11 16:50:34,user,аж засомневалась,2024-03-11 17:30:25,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,в россия празник),2024-03-11 17:30:25,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,в РБ рабочий день,2024-03-11 17:30:28,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,в 15 лет это праздник),2024-03-11 17:30:31,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,неужели я одна,2024-03-11 17:30:36,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"У школьников новогодние каникулы, порядок)",2024-03-11 17:30:36,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,а если на второй год оставляли много раз),2024-03-11 17:30:52,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,так я с узбекистана,2024-03-11 17:31:11,,Флуд
417674,2024-03-11 16:50:34,user,но школы точнот нет 3 января; 2024-03-11T17:31:16.261Z,2024-03-11 17:31:16,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,но говорю по русски,2024-03-11 17:31:17,,Позитивные неформальные сообщения
417674,2024-03-11 16:50:34,user,ст 112 ТК празник,2024-03-11 17:31:19,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,в 9 лет какой раочий день?,2024-03-11 17:31:23,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Правильные рождаются,2024-03-11 17:31:27,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Будем душнилами))),2024-03-11 17:31:32,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,гудёшь начался; 2024-03-11T17:31:37.866Z,2024-03-11 17:31:37,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,так вам 9 лет,2024-03-11 17:31:41,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,в 9 лет каникулы у ребенка,2024-03-11 17:31:42,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,в школу??,2024-03-11 17:31:47,,Флуд
417674,2024-03-11 16:50:34,user,Много голосов(,2024-03-11 17:31:47,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,а теперь 30)),2024-03-11 17:31:49,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"3 января 2024 это среда,",2024-03-11 17:31:50,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,В 30 лет можно идти в школу если ты учитель,2024-03-11 17:31:54,,Токсичные сообщения
417674,2024-03-11 16:50:34,user,в школу в 30),2024-03-11 17:32:00,,Флуд
417674,2024-03-11 16:50:34,user,"если что в производственном календаре нет слова праздник, есть выходной день и 3 января это выходной день",2024-03-11 17:32:13,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Сергей по вам видно что еле сдерживаетесь,2024-03-11 17:32:17,,Технические проблемы
417674,2024-03-11 16:50:34,user,тащимся,2024-03-11 17:32:25,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,юлия лысая,2024-03-11 17:32:30,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,минус 5 лет,2024-03-11 17:32:46,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,какая школа в 30 лет?,2024-03-11 17:33:10,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,всё верно,2024-03-11 17:33:21,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,уже теплее))),2024-03-11 17:33:21,,Позитивные неформальные сообщения
417674,2024-03-11 16:50:34,user,ниже по ртутному столбу,2024-03-11 17:33:25,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,выше по градусам,2024-03-11 17:33:31,,Позитивные неформальные сообщения
417674,2024-03-11 16:50:34,user,это психодел,2024-03-11 17:33:39,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,но по столбу ниже)),2024-03-11 17:33:40,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"коллеги, пожалуйста проверьте свои микрофоны и выключите их если не говорите",2024-03-11 17:33:49,,Технические проблемы
417674,2024-03-11 16:50:34,user,30; 2024-03-11T17:33:58.303Z,2024-03-11 17:33:58,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Какая школа в 30 лет; 2024-03-11T17:34:10.345Z,2024-03-11 17:34:10,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,зациклино,2024-03-11 17:34:26,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,30 не менеьше 30,2024-03-11 17:34:44,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,30; 2024-03-11T17:34:46.625Z,2024-03-11 17:34:46,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,вниз идем,2024-03-11 17:34:47,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,как 30 меньше 30 может быть?хД,2024-03-11 17:35:04,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"30 < 30, NO",2024-03-11 17:35:05,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,30 не меньше 30,2024-03-11 17:35:06,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Там только равно,2024-03-11 17:35:10,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,но и не ДА),2024-03-11 17:35:16,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,вопрос кривой; 2024-03-11T17:35:18.471Z,2024-03-11 17:35:18,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,пожтому после 30 нет,2024-03-11 17:35:23,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,1. а1=15 а2.=15*2,2024-03-11 17:35:32,,Флуд
417674,2024-03-11 16:50:34,user,распечатает 30 и все,2024-03-11 17:35:41,,Вопросы о ходе обучения
417674,2024-03-11 16:50:34,user,долго еще будем в эту интересную игру играть?; 2024-03-11T17:35:49.931Z,2024-03-11 17:35:49,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"тут все понятно, давайте дальше)",2024-03-11 17:35:52,,Понимание
417674,2024-03-11 16:50:34,user,Направление стрелок? Вправо вниз?,2024-03-11 17:36:05,,Технические вопросы
417674,2024-03-11 16:50:34,user,условие; 2024-03-11T17:36:05.862Z,2024-03-11 17:36:05,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Да - Нет заменить на Истина - Ложь,2024-03-11 17:36:10,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,да и нет,2024-03-11 17:36:17,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Проверка условий,2024-03-11 17:36:17,,Технические вопросы
417674,2024-03-11 16:50:34,user,условиезадачи,2024-03-11 17:36:18,,Понимание
417674,2024-03-11 16:50:34,user,и алгоритм опять зациклится на отрицательных значениях input или если input = 0; 2024-03-11T17:36:21.805Z,2024-03-11 17:36:21,,Технические вопросы
417674,2024-03-11 16:50:34,user,условие; 2024-03-11T17:36:22.402Z,2024-03-11 17:36:22,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,выбор условия; 2024-03-11T17:36:28.959Z,2024-03-11 17:36:28,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,варианты ответов; 2024-03-11T17:36:30.836Z,2024-03-11 17:36:30,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"да не может быть ответ ни НЕТ ни ДА, потому что это без логики, как можно сказать 30 меньше 30 или 30 не меньше 30, это кривой, либо замена на True False",2024-03-11 17:36:30,,Недопонимание
417674,2024-03-11 16:50:34,user,условия и точные формулировки,2024-03-11 17:36:32,,Мнение о мероприятии
417674,2024-03-11 16:50:34,user,да нет; 2024-03-11T17:36:35.083Z,2024-03-11 17:36:35,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Постановка условия,2024-03-11 17:36:35,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,да прога было бы не плохо,2024-03-11 17:37:26,,Обсуждение кода
417674,2024-03-11 16:50:34,user,Айдар у тебя шуршит,2024-03-11 17:37:29,,Приветствие
417674,2024-03-11 16:50:34,user,Спасибо вам большое),2024-03-11 17:37:36,,Комплименты
417674,2024-03-11 16:50:34,user,А для андроида ?,2024-03-11 17:37:48,,Вопросы о ходе обучения
417674,2024-03-11 16:50:34,user,только у меня все зависло?; 2024-03-11T17:37:59.103Z,2024-03-11 17:37:59,,Технические проблемы
417674,2024-03-11 16:50:34,user,че за дз?,2024-03-11 17:38:12,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,написать существующий или свой вариант?,2024-03-11 17:38:17,,Недопонимание
417674,2024-03-11 16:50:34,user,в Brave все чудесно,2024-03-11 17:38:27,,Комплименты
417674,2024-03-11 16:50:34,user,а почему с мозилой не работает?,2024-03-11 17:38:37,,Технические проблемы
417674,2024-03-11 16:50:34,user,Уважаемые отключайте микрофон) Отвлекают посторонние звуки,2024-03-11 17:39:44,,Технические проблемы
417674,2024-03-11 16:50:34,user,Отключите микро,2024-03-11 17:40:10,,Технические проблемы
417674,2024-03-11 16:50:34,user,Условие в ромбе Да - Нет   Слева - справа ?; 2024-03-11T17:40:25.183Z,2024-03-11 17:40:25,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Я без микрофона пока; 2024-03-11T17:40:36.858Z,2024-03-11 17:40:36,,Технические проблемы
417674,2024-03-11 16:50:34,user,"Ольга Крючкова, выключите микрофон, пожалуйста)",2024-03-11 17:41:07,,Технические проблемы
417674,2024-03-11 16:50:34,user,слышу звук поиска микрофона))),2024-03-11 17:41:10,,Технические вопросы
417674,2024-03-11 16:50:34,user,Cfdf Rehrby,2024-03-11 17:41:27,,Флуд
417674,2024-03-11 16:50:34,user,Микро у меня отключен был); 2024-03-11T17:41:30.305Z,2024-03-11 17:41:30,,Технические проблемы
417674,2024-03-11 16:50:34,user,Сава Куркин - влкючен микрофон,2024-03-11 17:41:44,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Ольга Крючкова включен микро,2024-03-11 17:41:52,,Комплименты
417674,2024-03-11 16:50:34,user,"да, микро нет; 2024-03-11T17:41:54.374Z",2024-03-11 17:41:54,,Понимание
417674,2024-03-11 16:50:34,user,у нее тихо вроде)),2024-03-11 17:41:58,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,очередность можете повторить пожалуйста; 2024-03-11T17:42:05.461Z,2024-03-11 17:42:05,,Вопросы о ходе обучения
417674,2024-03-11 16:50:34,user,выключен у меня микрофон; 2024-03-11T17:42:17.898Z,2024-03-11 17:42:17,,Технические проблемы
417674,2024-03-11 16:50:34,user,в конце; 2024-03-11T17:43:09.097Z,2024-03-11 17:43:09,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,наверное можно,2024-03-11 17:43:23,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Где угодно,2024-03-11 17:43:25,,Токсичные сообщения
417674,2024-03-11 16:50:34,user,да; 2024-03-11T17:43:27.427Z,2024-03-11 17:43:27,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Только в конце,2024-03-11 17:43:28,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,ввод в любом месте; 2024-03-11T17:43:29.036Z,2024-03-11 17:43:29,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Где надо там и поставим,2024-03-11 17:43:31,,Недопонимание
417674,2024-03-11 16:50:34,user,Про что речь?,2024-03-11 17:43:31,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,как хочешь может быть),2024-03-11 17:43:32,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,И вводы и выводы могут быть по несколько раз,2024-03-11 17:43:34,,Технические вопросы
417674,2024-03-11 16:50:34,user,можем поставить но будет не по госту,2024-03-11 17:43:36,,Недопонимание
417674,2024-03-11 16:50:34,user,нет; 2024-03-11T17:43:37.514Z,2024-03-11 17:43:37,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,wohooo,2024-03-11 17:43:40,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,нет  вывод результата только вконце; 2024-03-11T17:43:59.876Z,2024-03-11 17:43:59,,Технические вопросы
417674,2024-03-11 16:50:34,user,а это все считается   Boolean value?,2024-03-11 17:45:08,,Технические вопросы
417674,2024-03-11 16:50:34,user,изменяемая переменная,2024-03-11 17:45:22,,Обсуждение кода
417674,2024-03-11 16:50:34,user,Bool: True/False,2024-03-11 17:45:28,,Обсуждение кода
417674,2024-03-11 16:50:34,user,о каком бульоне речь ),2024-03-11 17:45:42,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"Прошу прощения, вывихнул ногу на льду - не успел дойти вовремя. Запись будет или конспекты?",2024-03-11 17:47:44,,Комплименты
417674,2024-03-11 16:50:34,user,запись будет,2024-03-11 17:48:37,,Обсуждение кода
417674,2024-03-11 16:50:34,user,для ответа на домашки воспользуемся нейросетями,2024-03-11 17:48:40,,Технические проблемы
417674,2024-03-11 16:50:34,user,ахахаххха предатель,2024-03-11 17:49:03,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,мы фанаты,2024-03-11 17:49:18,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,следим,2024-03-11 17:49:20,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Только хотел спросить про ДС,2024-03-11 17:50:08,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,я в дискорде го,2024-03-11 17:50:11,,Флуд
417674,2024-03-11 16:50:34,user,есть дис,2024-03-11 17:50:12,,Обсуждение кода
417674,2024-03-11 16:50:34,user,ссылку на дис; 2024-03-11T17:50:22.802Z,2024-03-11 17:50:22,,Технические вопросы
417674,2024-03-11 16:50:34,user,Я с Умой буду),2024-03-11 17:50:38,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,в дискорд и в доту,2024-03-11 17:50:42,,Флуд
417674,2024-03-11 16:50:34,user,"подскажите пожалуйста, а группа в телеграме будет?",2024-03-11 17:50:48,,Вопросе о группе
417674,2024-03-11 16:50:34,user,"Merlin, например)",2024-03-11 17:51:05,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"делает меня тупее, но пользуюсь на работе постояннол)",2024-03-11 17:51:08,,Технические вопросы
417674,2024-03-11 16:50:34,user,в телеге есть группа,2024-03-11 17:51:09,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,хапхахпп,2024-03-11 17:51:10,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,а как можно добавиться?),2024-03-11 17:51:27,,Вопросы о ходе обучения
417674,2024-03-11 16:50:34,user,2024-03-11T17:51:32.854Z,2024-03-11 17:51:32,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,в телеге же группы по группам,2024-03-11 17:51:35,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Можно условие первой задачи еще раз?,2024-03-11 17:51:42,,Недопонимание
417674,2024-03-11 16:50:34,user,"Да, можно оба условия еще раз; 2024-03-11T17:52:07.533Z",2024-03-11 17:52:07,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Добавьте пожалуйста 89290968451 в ТГ; 2024-03-11T17:52:14.734Z,2024-03-11 17:52:14,,Флуд
417674,2024-03-11 16:50:34,user,на ознакомительном уроке есть ссылка на группу в телеге; 2024-03-11T17:52:18.471Z,2024-03-11 17:52:18,,Вопросе о группе
417674,2024-03-11 16:50:34,user,так быстро?((( расходимсся уже?,2024-03-11 17:52:20,,Вопросы о ходе обучения
417674,2024-03-11 16:50:34,user,"Составить блок-схему нахождения 
минимального из из 4-х чисел.

Составить блок-схему нахождения 
максимального значения из двух чисел

определить можно ли построить треугольник из 3 отрезков; 2024-03-11T17:52:22.301Z",2024-03-11 17:52:22,,Недопонимание
417674,2024-03-11 16:50:34,user,Задача 1. Составьте блок-схему нахождения максимального значения из двух чисел! это задача?,2024-03-11 17:52:23,,Недопонимание
417674,2024-03-11 16:50:34,user,https://t.me/+hn3jDKF1m4RmZjRi,2024-03-11 17:52:32,,Полезные ссылки
417674,2024-03-11 16:50:34,user,https://discord.gg/Cv2g3TKW,2024-03-11 17:52:59,,Полезные ссылки
417674,2024-03-11 16:50:34,user,"Возникли неполадки, извините",2024-03-11 17:53:17,,Технические проблемы
417674,2024-03-11 16:50:34,user,Снова...,2024-03-11 18:00:49,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"Сергей, извините, как вас по отчетству?",2024-03-11 18:01:39,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Всем понятно?,2024-03-11 18:04:22,,Понимание
417674,2024-03-11 16:50:34,user,да начинаю понимать; 2024-03-11T18:06:39.699Z,2024-03-11 18:06:39,,Понимание
417674,2024-03-11 16:50:34,user,"я не совсем понимаю, что мне нужно сделать в задачах",2024-03-11 18:06:43,,Недопонимание
417674,2024-03-11 16:50:34,user,подскажите кто нибудь,2024-03-11 18:07:39,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,В какой именно,2024-03-11 18:07:59,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Если треугольник существует то сумма двух его сторон меньше третей,2024-03-11 18:09:40,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,a + b < c,2024-03-11 18:09:50,,Технические вопросы
417674,2024-03-11 16:50:34,user,аналогично с другими сторонами,2024-03-11 18:10:08,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Можго мне),2024-03-11 18:10:49,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Кто в нашей группе рисовал,2024-03-11 18:11:27,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,а я в тетради рисовал),2024-03-11 18:12:15,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,можно экран продемонстрировать,2024-03-11 18:12:15,,Технические проблемы
417674,2024-03-11 16:50:34,user,а если а = б?,2024-03-11 18:12:27,,Вопросы о ходе обучения
417674,2024-03-11 16:50:34,user,значит не больше,2024-03-11 18:12:40,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,да; 2024-03-11T18:13:08.316Z,2024-03-11 18:13:08,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,оно первое,2024-03-11 18:13:12,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,b напечатает,2024-03-11 18:13:14,,Технические вопросы
417674,2024-03-11 16:50:34,user,if a>=b then max=a else max=b; 2024-03-11T18:13:34.517Z,2024-03-11 18:13:34,,Недопонимание
417674,2024-03-11 16:50:34,user,"Заказчик сказал больше число а не равенство) Делаем по тз, с остальным лид разберется",2024-03-11 18:13:58,,Недопонимание
417674,2024-03-11 16:50:34,user,это очень сложно,2024-03-11 18:14:11,,Обсуждение кода
417674,2024-03-11 16:50:34,user,завершить просто если равны условие задачи не предусматривает,2024-03-11 18:14:16,,Технические вопросы
417674,2024-03-11 16:50:34,user,"input a
input b
if a > b
print a
else b

input a
input b
input c
input d

cur_max = a
if a < b
else; 2024-03-11T18:14:30.829Z",2024-03-11 18:14:30,,Обсуждение кода
417674,2024-03-11 16:50:34,user,у нас часовой пояс перевели я опоздал,2024-03-11 18:14:42,,Вопросы о ходе обучения
417674,2024-03-11 16:50:34,user,"Ого, код пошел)",2024-03-11 18:14:43,,Технические вопросы
417674,2024-03-11 16:50:34,user,душно,2024-03-11 18:15:23,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,hahaha; 2024-03-11T18:15:44.207Z,2024-03-11 18:15:44,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,хпахпахп; 2024-03-11T18:15:57.776Z,2024-03-11 18:15:57,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Паскалко,2024-03-11 18:15:58,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,не нига норм сойдёт); 2024-03-11T18:16:06.235Z,2024-03-11 18:16:06,,Понимание
417674,2024-03-11 16:50:34,user,min=N,2024-03-11 18:16:40,,Обсуждение кода
417674,2024-03-11 16:50:34,user,это блок схема,2024-03-11 18:16:52,,Технические вопросы
417674,2024-03-11 16:50:34,user,чисто логика,2024-03-11 18:17:02,,Технические вопросы
417674,2024-03-11 16:50:34,user,нет надо min=N,2024-03-11 18:17:57,,Технические вопросы
417674,2024-03-11 16:50:34,user,"это не код, просто по логие можно понять)",2024-03-11 18:18:25,,Недопонимание
417674,2024-03-11 16:50:34,user,"ВЫводить в конце, попутно просто присвоение",2024-03-11 18:18:47,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Иначе будет принтить пока не помрет,2024-03-11 18:19:00,,Технические проблемы
417674,2024-03-11 16:50:34,user,Цикличность,2024-03-11 18:19:43,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,но мы еще не умеем работать с массивами,2024-03-11 18:20:04,,Недопонимание
417674,2024-03-11 16:50:34,user,Упарываемся в опритмизацию?); 2024-03-11T18:20:20.667Z,2024-03-11 18:20:20,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,не проще использовать ИЛИ в условии,2024-03-11 18:21:24,,Недопонимание
417674,2024-03-11 16:50:34,user,точно вывыод сообщения не верно,2024-03-11 18:21:26,,Недопонимание
417674,2024-03-11 16:50:34,user,"обязательно ли писать input, min и т.д.?; 2024-03-11T18:22:12.340Z",2024-03-11 18:22:12,,Недопонимание
417674,2024-03-11 16:50:34,user,а там двоеточие и равно?,2024-03-11 18:24:13,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,плохо видно,2024-03-11 18:24:19,,Вопросы о ходе обучения
417674,2024-03-11 16:50:34,user,надо проверять числа на четность?,2024-03-11 18:25:19,,Технические вопросы
417674,2024-03-11 16:50:34,user,% - остаток от деления,2024-03-11 18:25:31,,Недопонимание
417674,2024-03-11 16:50:34,user,"1. Инициализация переменных:
   - Сумма (sum) устанавливается в 0.
   - Число (number) устанавливается в 1.

2. Начало цикла:
   Пока число (number) не превышает 15, выполняем следующее:
   3. Проверка четности числа:
      Если число (number) четное, то переходим к шагу 4, иначе к шагу 7.

   4. Обновление суммы:
      Сумма (sum) увеличивается на значение числа (number).

   5. Вывод текущей суммы:
      Отображаем текущее значение суммы.

   6. Обновление числа:
      Число (number) увеличивается на 1.

   7. Конец условного блока и возврат к шагу 2.

8. Конец программы",2024-03-11 18:27:59,,Обсуждение кода
417674,2024-03-11 16:50:34,user,gpt35 не умеет рисовать),2024-03-11 18:28:31,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,так по ИИ-шному написано00,2024-03-11 18:28:36,,Обсуждение кода
417674,2024-03-11 16:50:34,user,ну сказали же пользоваться_,2024-03-11 18:28:48,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"k:=0;
sum:=0;
for i:=0 to 15 do
if (i mod 2=0) then k:=k+1
else sum:=sum+i;
 чет такое в блок схемах думать невероятно сложно",2024-03-11 18:29:10,,Недопонимание
417674,2024-03-11 16:50:34,user,Даже не знаю с чего начать; 2024-03-11T18:29:12.605Z,2024-03-11 18:29:12,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"a = (i for i in range(1, 16) if i % 2 == 0)
 z = 0
 for i in a:
    z += i
print(z); 2024-03-11T18:29:19.590Z",2024-03-11 18:29:19,,Обсуждение кода
417674,2024-03-11 16:50:34,user,а какой запрос был в чат ?; 2024-03-11T18:29:37.065Z,2024-03-11 18:29:37,,Вопросы о ходе обучения
417674,2024-03-11 16:50:34,user,а % 2 = 0 по простому значит при делении любого а будет ли остаток,2024-03-11 18:31:08,,Недопонимание
417674,2024-03-11 16:50:34,user,Какую литературу Вы порекомендуете почитать об алгоритмах? для меня это темный лес....с чего начать и чем заканчивать...; 2024-03-11T18:31:19.964Z,2024-03-11 18:31:19,,Недопонимание
417674,2024-03-11 16:50:34,user,s=s+a,2024-03-11 18:31:34,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,Что такое S в данной схеме?; 2024-03-11T18:32:40.488Z,2024-03-11 18:32:40,,Недопонимание
417674,2024-03-11 16:50:34,user,сумма,2024-03-11 18:32:47,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,"если число чётное, добавить к сумме",2024-03-11 18:34:18,,Технические вопросы
417674,2024-03-11 16:50:34,user,Мне бы с этим разобраться)),2024-03-11 18:34:18,,Позитивные неформальные сообщения
417674,2024-03-11 16:50:34,user,а там еще массивы); 2024-03-11T18:34:23.944Z,2024-03-11 18:34:23,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,делить на 2 тоже не нужно; 2024-03-11T18:34:37.604Z,2024-03-11 18:34:37,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,остаток от деления,2024-03-11 18:34:38,,Технические вопросы
417674,2024-03-11 16:50:34,user,сумму заменить на умножене,2024-03-11 18:37:33,,Недопонимание
417674,2024-03-11 16:50:34,user,Можно.,2024-03-11 18:37:45,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,sum = 1 в объявлении иначе будет 0; 2024-03-11T18:37:49.915Z,2024-03-11 18:37:49,,Недопонимание
417674,2024-03-11 16:50:34,user,умножить текущий факториал на текущее число и сохранить результат в факториал,2024-03-11 18:38:08,,Технические вопросы
417674,2024-03-11 16:50:34,user,как вам выслать решение ?,2024-03-11 18:38:12,,Вопросы о ходе обучения
417674,2024-03-11 16:50:34,user,"Не сумму, а произведение; 2024-03-11T18:38:16.148Z",2024-03-11 18:38:16,,Неформальные нейтральные сообщения
417674,2024-03-11 16:50:34,user,что такое факториал я узнал 9 марта,2024-03-11 18:38:33,,Технические вопросы
417674,2024-03-11 16:50:34,user,*выкинул мозги,2024-03-11 18:38:40,,Технические проблемы
417674,2024-03-11 16:50:34,user,хороший программист тот кто умеет гуглить,2024-03-11 18:38:43,,Токсичные сообщения
417674,2024-03-11 16:50:34,user,"Тем кто тормозит - чатгпт в помощь, очень много как материала, так и примеров, будет перебирать пока не поймете",2024-03-11 18:38:50,,Технические проблемы
417674,2024-03-11 16:50:34,user,успеха добивается программист с нормальными аналитиками) которые ставят нормальные задачи),2024-03-11 18:38:50,,Технические вопросы
417674,2024-03-11 16:50:34,user,Устанавливайте Merlin; 2024-03-11T18:39:08.685Z,2024-03-11 18:39:08,,Технические вопросы
417674,2024-03-11 16:50:34,user,"скиньте ссылку на нейросетку нормальную, пожалуйста",2024-03-11 18:39:17,,Технические вопросы
417674,2024-03-11 16:50:34,user,а где группа в дискорде? и куда вам написать если что?,2024-03-11 18:39:31,,Технические вопросы
